Year,Month,Day,TA_F,SW_IN_F,VPD_F
2000,1,27,-7.915,67.285,0.677
2000,1,28,-13.619,67.321,0.5
2000,1,29,-8.805,101.486,1.166
2000,1,30,-4.879,103.482,1.585
2000,1,31,-2.699,10.024,0.453
2000,2,1,-1.746,77.492,1.744
2000,2,2,-8.087,74.573,0.896
2000,2,3,-10.877,108.294,0.654
2000,2,4,-13.962,110.007,0.509
2000,2,5,-12.19,113.929,1.06
2000,2,6,-10.974,108.92,0.843
2000,2,7,-7.025,87.157,1.478
2000,2,8,-13.281,120.634,0.768
2000,2,9,-2.721,64.052,1.807
2000,2,10,-7.142,120.893,1.01
2000,2,11,-2.903,9.405,0.445
2000,2,12,-10.711,131.752,0.878
2000,2,13,-10.4,122.349,1.127
2000,2,14,-2.384,3.184,0.281
2000,2,15,-4.282,115.788,1.289
2000,2,16,-4.595,29.038,0.706
2000,2,17,-11.188,141.266,0.838
2000,2,18,-13.412,120.077,0.743
2000,2,19,-7.543,71.159,0.632
2000,2,20,-7.094,120.759,1.327
2000,2,21,-8.374,147.597,1.195
2000,2,22,-8.459,121.741,1.064
2000,2,23,3.37,95.175,2.65
2000,2,24,4.511,140.833,3.248
2000,2,25,-2.562,137.166,1.448
2000,2,26,-1.978,146.541,1.531
2000,2,27,6.415,73.634,1.371
2000,2,28,6.262,23.341,0.467
2000,2,29,5.592,23.341,0.612
2000,3,1,1.293,151.793,1.616
2000,3,2,0.406,39.275,0.458
2000,3,3,0.953,18.483,0.734
2000,3,4,1.306,73.375,1.617
2000,3,5,-0.9,115.066,1.63
2000,3,6,-0.146,118.886,1.882
2000,3,7,1.513,153.338,2.808
2000,3,8,-0.338,174.31,2.091
2000,3,9,6.284,149.059,2.75
2000,3,10,-3.723,171.505,1.497
2000,3,11,-3.7,158.857,1.842
2000,3,12,-0.863,6.465,0.482
2000,3,13,-3.691,198.338,2.027
2000,3,14,-4.257,144.955,1.891
2000,3,15,4.328,145.247,2.527
2000,3,16,4.596,78.572,2.004
2000,3,17,-5.733,45.03,0.745
2000,3,18,-7.872,207.585,1.43
2000,3,19,-3.63,207.362,2.334
2000,3,20,-0.932,191.87,2.311
2000,3,21,1.839,207.097,3.305
2000,3,22,2.743,212.056,3.663
2000,3,23,6.252,201.858,4.054
2000,3,24,4.711,216.04,3.92
2000,3,25,4.245,201.933,3.572
2000,3,26,7.195,165.271,2.881
2000,3,27,5.672,219.887,4.081
2000,3,28,6.643,49.6,1.446
2000,3,29,5.416,79.526,0.442
2000,3,30,4.433,138.767,2.23
2000,3,31,3.397,188.985,2.36
2000,4,1,5.039,208.718,3.876
2000,4,2,7.984,134.21,3.021
2000,4,3,8.121,186.709,3.194
2000,4,4,9.076,25.329,0.593
2000,4,5,6.139,138.872,1.772
2000,4,6,3.18,220.382,3.339
2000,4,7,4.878,215.325,3.197
2000,4,8,7.223,64.236,0.976
2000,4,9,8.85,33.349,0.375
2000,4,10,1.077,173.228,3.018
2000,4,11,1.712,197.272,2.509
2000,4,12,1.945,94.511,1.088
2000,4,13,0.465,257.103,3.81
2000,4,14,4.526,237.137,4.683
2000,4,15,12.759,156.162,4.902
2000,4,16,7.326,117.859,2.605
2000,4,17,1.018,263.249,3.72
2000,4,18,2.616,266.481,4.078
2000,4,19,3.682,121.023,2.162
2000,4,20,6.397,142.667,2.649
2000,4,21,5.042,160.242,3.032
2000,4,22,1.897,21.389,0.152
2000,4,23,6.841,29.407,0.299
2000,4,24,3.972,26.196,0.367
2000,4,25,3.026,200.402,3.108
2000,4,26,3.961,242.402,4.283
2000,4,27,0.587,36.634,0.601
2000,4,28,4.042,144.31,2.148
2000,4,29,8.327,265.062,4.144
2000,4,30,6.512,211.874,3.239
2000,5,1,7.6,259.627,5.958
2000,5,2,8.002,234.403,4.144
2000,5,3,7.66,296.08,5.718
2000,5,4,10.797,266.769,5.746
2000,5,5,15.16,215.638,7.399
2000,5,6,13.45,242.582,7.996
2000,5,7,15.994,225.836,5.845
2000,5,8,16.257,272.098,7.451
2000,5,9,7.317,35.11,1.184
2000,5,10,4.306,92.393,1.761
2000,5,11,6.027,61.449,0.653
2000,5,12,8.936,286.311,4.179
2000,5,13,10.176,280.006,4.866
2000,5,14,11.594,207.111,3.949
2000,5,15,11.575,264.412,6.39
2000,5,16,10.357,279.956,6.027
2000,5,17,11.098,271.872,6.608
2000,5,18,12.997,129.367,3.357
2000,5,19,8.406,273.833,4.772
2000,5,20,10.119,321.515,6.276
2000,5,21,11.923,262.364,7.233
2000,5,22,12.578,278.663,7.113
2000,5,23,8.948,126.668,2.857
2000,5,24,8.647,118.072,1.41
2000,5,25,10.877,139.905,1.122
2000,5,26,13.424,219.78,3.768
2000,5,27,11.808,181.408,5.254
2000,5,28,10.605,180.351,5.186
2000,5,29,10.911,218.997,4.98
2000,5,30,12.66,232.646,6.279
2000,5,31,13.711,307.544,6.362
2000,6,1,18.824,290.631,10.533
2000,6,2,16.682,174.047,8.068
2000,6,3,14.741,271.854,7.144
2000,6,4,12.288,254.72,6.888
2000,6,5,12.003,311.371,7.372
2000,6,6,11.807,180.712,7.336
2000,6,7,9.504,130.551,3.3
2000,6,8,14.311,278.47,7.933
2000,6,9,15.963,303.88,8.178
2000,6,10,13.876,154.84,8.349
2000,6,11,7.006,38.093,2.111
2000,6,12,10.756,282.679,5.387
2000,6,13,13.67,277.945,7.935
2000,6,14,13.422,325.144,8.553
2000,6,15,14.985,293.277,5.674
2000,6,16,21.15,217.573,7.474
2000,6,17,23.249,242.516,8.604
2000,6,18,17.691,293.904,10.62
2000,6,19,17.161,314.656,9.454
2000,6,20,17.943,286.407,10.435
2000,6,21,18.84,162.883,10.144
2000,6,22,21.489,254.155,10.091
2000,6,23,19.82,295.195,10.513
2000,6,24,19.063,292.282,11.608
2000,6,25,20.34,221.287,8.624
2000,6,26,23.72,293.4,12.749
2000,6,27,21.327,193.809,4.753
2000,6,28,20.717,308.259,13.241
2000,6,29,18.892,229.273,7.745
2000,6,30,15.805,165.661,2.33
2000,7,1,18.274,264.912,7.468
2000,7,2,21.12,287.029,11.782
2000,7,3,20.745,147.728,7.647
2000,7,4,18.827,158.651,2.053
2000,7,5,16.547,269.916,6.93
2000,7,6,17.747,274.499,10.335
2000,7,7,15.7,208.062,2.588
2000,7,8,13.981,189.947,1.974
2000,7,9,16.71,267.243,8.155
2000,7,10,17.277,155.449,3.775
2000,7,11,16.372,199.383,6.142
2000,7,12,18.641,266.403,10.308
2000,7,13,20.042,237.143,12.089
2000,7,14,19.426,223.023,7.587
2000,7,15,18.684,254.272,7.643
2000,7,16,17.952,192.502,6.432
2000,7,17,17.62,196.423,4.959
2000,7,18,17.574,162.027,2.593
2000,7,19,16.94,250.886,7.054
2000,7,20,16.122,311.85,9.382
2000,7,21,18.055,246.095,10.449
2000,7,22,16.349,142.353,1.887
2000,7,23,17.725,245.489,7.212
2000,7,24,19.198,254.768,8.803
2000,7,25,19.674,253.972,8.296
2000,7,26,19.795,270.607,9.747
2000,7,27,16.831,227.93,5.358
2000,7,28,18.306,156.632,5.24
2000,7,29,20.564,228.194,9.306
2000,7,30,18.93,238.253,7.9
2000,7,31,18.785,293.188,9.398
2000,8,1,18.239,288.665,9.772
2000,8,2,17.941,99.37,2.967
2000,8,3,20.699,162.255,2.394
2000,8,4,20.051,275.335,9.117
2000,8,5,18.457,215.125,9.015
2000,8,6,19.495,240.019,10.332
2000,8,7,18.119,39.806,2.253
2000,8,8,21.758,213.554,7.27
2000,8,9,20.558,136.185,4.166
2000,8,10,20.305,195.087,6.917
2000,8,11,17.989,229.77,7.708
2000,8,12,18.656,255.77,8.718
2000,8,13,18.867,215.204,7.803
2000,8,14,18.286,126.294,4.945
2000,8,15,18.587,120.472,1.692
2000,8,16,18.388,122.959,2.463
2000,8,17,15.277,177.891,2.407
2000,8,18,16.129,250.716,8.119
2000,8,19,16.003,188.989,3.577
2000,8,20,13.693,101.514,0.623
2000,8,21,14.835,217.231,4.017
2000,8,22,15.793,238.556,7.934
2000,8,23,17.01,168.637,6.463
2000,8,24,17.703,190.593,5.882
2000,8,25,18.425,208.771,7.697
2000,8,26,20.319,224.886,8.079
2000,8,27,19.111,161.515,5.924
2000,8,28,15.441,250.045,8.226
2000,8,29,16.281,245.69,7.94
2000,8,30,19.123,208.893,8.149
2000,8,31,20.943,173.318,7.047
2000,9,1,23.182,184.644,9.411
2000,9,2,16.21,74.098,7.014
2000,9,3,16.486,158.16,5.561
2000,9,4,13.283,83.439,3.566
2000,9,5,10.4,230.313,7.1
2000,9,6,10.653,230.73,5.701
2000,9,7,13.585,194.74,6.198
2000,9,8,18.402,209.017,8.051
2000,9,9,17.43,219.732,7.982
2000,9,10,15.192,219.651,6.888
2000,9,11,15.12,182.804,5.486
2000,9,12,17.2,159.76,4.687
2000,9,13,16.929,122.67,3.813
2000,9,14,14.986,195.105,6.699
2000,9,15,14.66,75.92,1.978
2000,9,16,13.727,171.417,4.111
2000,9,17,13.145,179.727,6.78
2000,9,18,14.506,197.11,6.398
2000,9,19,16.068,178.14,5.529
2000,9,20,17.315,118.555,2.497
2000,9,21,17.48,127.056,4.694
2000,9,22,12.515,168.882,6.089
2000,9,23,12.284,159.421,5.281
2000,9,24,13.415,44.751,2.12
2000,9,25,9.42,179.398,5.507
2000,9,26,8.219,171.593,4.175
2000,9,27,10.812,183.571,4.786
2000,9,28,5.28,76.928,1.985
2000,9,29,4.365,182.966,4.113
2000,9,30,9.95,173.699,5.243
2000,10,1,12.405,169.552,4.528
2000,10,2,12.563,160.941,3.197
2000,10,3,14.161,140.93,4.061
2000,10,4,13.308,119.249,6.484
2000,10,5,10.256,150.698,4.784
2000,10,6,6.485,6.857,0.338
2000,10,7,8.186,118.093,2.384
2000,10,8,6.064,76.886,0.891
2000,10,9,2.957,58.188,0.788
2000,10,10,2.612,67.587,0.995
2000,10,11,5.342,70.641,3.01
2000,10,12,9.394,153.301,4.889
2000,10,13,12.022,140.566,4.995
2000,10,14,14.552,119.187,5.744
2000,10,15,10.588,140.306,5.831
2000,10,16,1.967,136.07,3.315
2000,10,17,2.653,130.507,2.528
2000,10,18,6.027,70.677,0.925
2000,10,19,8.126,45.644,1.192
2000,10,20,8.128,135.997,4.07
2000,10,21,11.842,107.001,4.689
2000,10,22,5.13,134.174,4.117
2000,10,23,1.318,131.398,2.389
2000,10,24,6.164,119.203,2.744
2000,10,25,8.446,124.965,2.288
2000,10,26,10.839,119.571,2.02
2000,10,27,12.495,62.223,2.328
2000,10,28,4.726,76.268,2.548
2000,10,29,-0.139,12.454,0.644
2000,10,30,3.819,51.24,0.53
2000,10,31,4.123,30.981,1.177
2000,11,1,5.733,61.927,2.476
2000,11,2,8.463,98.657,3.678
2000,11,3,7.007,107.788,3.77
2000,11,4,5.381,102.102,1.429
2000,11,5,4.416,15.834,0.463
2000,11,6,4.612,13.784,0.744
2000,11,7,7.621,48.797,2.357
2000,11,8,8.247,51.074,2.4
2000,11,9,6.389,93.313,1.718
2000,11,10,5.37,34.551,1.042
2000,11,11,7.156,28.145,0.8
2000,11,12,6.49,63.953,2.493
2000,11,13,5.897,27.978,1.775
2000,11,14,6.403,12.686,0.349
2000,11,15,5.165,23.576,0.571
2000,11,16,2.602,95.174,2.706
2000,11,17,4.83,77.549,2.983
2000,11,18,-0.533,75.72,2.589
2000,11,19,-1.89,80.748,1.561
2000,11,20,-0.961,66.818,1.553
2000,11,21,-1.564,60.205,0.503
2000,11,22,-2.083,75.235,0.922
2000,11,23,-2.51,70.392,1.14
2000,11,24,-5.192,66.761,1.495
2000,11,25,-4.763,81.204,1.86
2000,11,26,-0.337,51.67,0.991
2000,11,27,2.301,10.217,0.141
2000,11,28,1.343,41.896,0.368
2000,11,29,0.838,23.324,0.157
2000,11,30,-0.095,26.976,0.44
2000,12,1,-1.265,60.338,1.566
2000,12,2,-4.487,55.045,1.753
2000,12,3,-5.11,77.392,1.73
2000,12,4,-2.265,74.537,1.578
2000,12,5,-1.066,46.989,1.555
2000,12,6,-6.483,75.123,1.556
2000,12,7,-7.638,31.946,1.349
2000,12,8,-13.659,74.508,0.886
2000,12,9,-13.662,75.187,0.924
2000,12,10,-9.592,70.742,1.173
2000,12,11,-1.596,33.18,0.764
2000,12,12,0.559,10.392,0.56
2000,12,13,-10.988,73.721,1.137
2000,12,14,-5.608,7.968,0.631
2000,12,15,-8.227,68.483,0.573
2000,12,16,-5.218,48.981,0.682
2000,12,17,7.503,5.439,0.465
2000,12,18,-0.482,52.736,1.316
2000,12,19,-5.335,47.522,1.667
2000,12,20,-5.884,5.866,0.696
2000,12,21,-9.272,63.384,0.634
2000,12,22,-9.309,41.227,0.321
2000,12,23,-9.214,65.922,0.686
2000,12,24,-13.183,69.093,0.354
2000,12,25,-14.123,53.014,0.372
2000,12,26,-14.184,29.196,0.476
2000,12,27,-10.399,61.31,0.598
2000,12,28,-5.807,25.681,0.724
2000,12,29,-3.533,65.781,0.977
2000,12,30,-4.611,45.914,0.576
2000,12,31,-0.721,17.76,0.425
2001,1,1,-1.195,53.999,1.432
2001,1,2,-7.669,73.539,0.51
2001,1,3,-10.748,69.602,0.441
2001,1,4,-7.232,30.746,0.474
2001,1,5,-9.817,64.878,0.363
2001,1,6,-3.092,17.526,0.592
2001,1,7,-4.586,63.524,0.813
2001,1,8,-8.503,66.023,0.311
2001,1,9,-6.147,49.908,0.6
2001,1,10,-10.25,77.104,0.642
2001,1,11,-9.811,43.128,0.864
2001,1,12,-11.718,80.416,0.663
2001,1,13,-11.156,67.54,0.642
2001,1,14,-5.096,67.777,1.021
2001,1,15,-11.136,45.58,0.456
2001,1,16,-6.379,13.861,0.287
2001,1,17,-6.127,48.957,0.615
2001,1,18,-12.621,75.317,0.397
2001,1,19,-3.594,23.623,0.489
2001,1,20,-10.313,80.02,0.661
2001,1,21,-12.228,38.937,0.58
2001,1,22,-13.401,95.809,0.452
2001,1,23,-7.343,85.388,0.952
2001,1,24,-6.41,85.706,0.93
2001,1,25,-6.143,71.566,0.764
2001,1,26,-9.643,99.713,0.819
2001,1,27,-9.366,50.624,0.651
2001,1,28,-6.408,78.245,0.967
2001,1,29,-10.338,102.124,0.859
2001,1,30,-4.497,70.975,0.884
2001,1,31,-4.74,49.111,0.791
2001,2,1,-7.716,48.012,0.492
2001,2,2,-8.239,71.956,0.623
2001,2,3,-6.612,54.167,0.498
2001,2,4,-8.445,94.599,0.692
2001,2,5,-4.581,83.365,0.944
2001,2,6,-3.239,49.232,1.069
2001,2,7,-2.805,84.856,1.548
2001,2,8,-5.396,113.914,1.189
2001,2,9,-6.52,37.064,0.403
2001,2,10,-0.179,84.12,2.145
2001,2,11,-14.951,118.296,0.681
2001,2,12,-11.278,126.101,0.903
2001,2,13,-6.617,80.679,0.928
2001,2,14,-5.847,70.611,0.943
2001,2,15,-3.043,129.673,1.565
2001,2,16,-7.657,130.615,1.231
2001,2,17,-4.535,79.469,1.085
2001,2,18,-12.412,140.848,0.813
2001,2,19,-5.819,118.03,1.602
2001,2,20,2.578,113.085,2.852
2001,2,21,-3.433,138.283,1.876
2001,2,22,-16.903,152.674,0.614
2001,2,23,-8.445,65.362,0.568
2001,2,24,-9.89,159.192,1.106
2001,2,25,-9.697,74.185,0.647
2001,2,26,1.593,63.413,1.641
2001,2,27,-6.177,163.002,1.571
2001,2,28,-13.014,165.467,0.777
2001,3,1,-17.214,153.093,0.568
2001,3,2,-17.826,167.959,0.548
2001,3,3,-14.536,157.331,0.706
2001,3,4,-10.625,177.354,1.234
2001,3,5,-4.4,88.774,1.219
2001,3,6,-2.274,70.208,1.679
2001,3,7,-2.979,159.92,1.93
2001,3,8,-4.205,182.313,1.856
2001,3,9,-3.193,120.182,1.308
2001,3,10,-1.312,37.32,1.549
2001,3,11,0.775,141.543,2.329
2001,3,12,-4.235,192.815,1.75
2001,3,13,-4.532,22.416,0.454
2001,3,14,2.154,129.135,2.671
2001,3,15,0.865,172.962,3.162
2001,3,16,-1.577,201.167,2.264
2001,3,17,-1.513,198.028,1.963
2001,3,18,1.186,139.785,2.192
2001,3,19,2.571,139.53,2.284
2001,3,20,2.253,180.141,3.047
2001,3,21,2.46,199.945,3.593
2001,3,22,0.863,45.573,1.883
2001,3,23,-0.096,21.506,0.794
2001,3,24,0.859,127.407,2.329
2001,3,25,-2.261,218.378,2.206
2001,3,26,-5.248,211.092,2.034
2001,3,27,-4.368,211.037,2.193
2001,3,28,-0.803,146.178,1.915
2001,3,29,-1.133,209.256,2.736
2001,3,30,0.095,127.891,1.832
2001,3,31,-1.233,31.458,1.005
2001,4,1,-0.909,114.546,1.677
2001,4,2,-0.445,120.053,1.72
2001,4,3,0.751,119.914,2.117
2001,4,4,0.695,222.26,2.684
2001,4,5,2.353,243.49,3.576
2001,4,6,0.748,202.262,3.169
2001,4,7,1.391,250.07,3.443
2001,4,8,0.981,111.924,1.837
2001,4,9,5.461,149.401,2.281
2001,4,10,4.197,225.813,3.29
2001,4,11,4.261,251.748,3.929
2001,4,12,2.878,128.4,1.798
2001,4,13,6.472,114.829,1.205
2001,4,14,3.12,173.938,3.007
2001,4,15,3.331,201.901,3.318
2001,4,16,4.393,219.877,3.723
2001,4,17,4.285,264.121,4.58
2001,4,18,1.732,105.46,2.508
2001,4,19,3.095,237.417,4.223
2001,4,20,5.353,265.99,5.394
2001,4,21,8.281,272.067,4.819
2001,4,22,12.207,141.089,3.581
2001,4,23,10.273,276.662,7.769
2001,4,24,14.952,228.533,6.078
2001,4,25,7.46,261.21,6.237
2001,4,26,6.22,287.152,6.029
2001,4,27,7.322,250.124,5.327
2001,4,28,5.003,290.195,5.273
2001,4,29,4.512,293.817,5.405
2001,4,30,9.152,196.11,5.591
2001,5,1,11.953,243.036,5.203
2001,5,2,18.849,252.478,13.313
2001,5,3,20.868,258.138,14.568
2001,5,4,18.879,281.399,12.892
2001,5,5,10.793,228.15,5.284
2001,5,6,8.61,305.556,6.761
2001,5,7,11.891,302.629,9.663
2001,5,8,14.357,300.462,11.461
2001,5,9,12.453,265.739,8.791
2001,5,10,14.267,256.391,10.164
2001,5,11,16.382,299.632,10.966
2001,5,12,17.244,268.932,10.732
2001,5,13,11.481,153.84,5.271
2001,5,14,8.391,137.046,5.47
2001,5,15,7.95,61.75,0.699
2001,5,16,10.088,210.806,4.77
2001,5,17,9.549,295.854,5.338
2001,5,18,11.263,281.488,6.236
2001,5,19,8.202,86.195,1.194
2001,5,20,12.68,252.812,6.73
2001,5,21,13.237,262.111,6.332
2001,5,22,14.358,286.54,8.042
2001,5,23,14.186,312.259,8.096
2001,5,24,14.98,313.941,9.144
2001,5,25,14.891,319.292,10.273
2001,5,26,16.074,309.392,11.935
2001,5,27,13.777,242.811,5.837
2001,5,28,14.078,140.656,2.288
2001,5,29,15.255,226.929,6.81
2001,5,30,12.813,236.011,6.547
2001,5,31,10.71,183.932,6.107
2001,6,1,14.428,330.044,9.933
2001,6,2,9.289,60.342,2.61
2001,6,3,12.453,60.899,0.389
2001,6,4,13.645,166.716,0.983
2001,6,5,14.214,184.573,1.073
2001,6,6,15.086,207.728,4.229
2001,6,7,16.677,287.372,9.59
2001,6,8,15.912,263.205,7.967
2001,6,9,14.754,263.065,7.609
2001,6,10,15.687,290.907,7.679
2001,6,11,16.065,233.361,6.597
2001,6,12,13.638,81.034,2.558
2001,6,13,19.51,259.085,8.081
2001,6,14,21.751,308.231,11.56
2001,6,15,25.893,305.452,16.472
2001,6,16,23.18,270.032,9.052
2001,6,17,20.819,182.73,4.677
2001,6,18,20.184,318.169,10.725
2001,6,19,21.907,295.234,13.637
2001,6,20,24.162,274.735,19.021
2001,6,21,18.795,309.912,12.132
2001,6,22,16.785,180.265,5.763
2001,6,23,19.375,174.094,3.681
2001,6,24,19.91,82.822,0.974
2001,6,25,22.343,278.931,11.13
2001,6,26,24.088,293.264,15.722
2001,6,27,26.642,313.487,18.402
2001,6,28,19.799,325.647,14.437
2001,6,29,17.165,255.343,11.32
2001,6,30,24.188,264.055,14.463
2001,7,1,21.698,204.452,6.35
2001,7,2,14.833,270.031,8.851
2001,7,3,17.112,289.398,11.635
2001,7,4,18.303,227.738,8.455
2001,7,5,19.693,207.454,6.525
2001,7,6,17.952,249.114,7.726
2001,7,7,18.029,234.336,10.891
2001,7,8,19.07,196.778,9.65
2001,7,9,17.118,132.955,2.128
2001,7,10,17.798,181.86,3.16
2001,7,11,17.147,178.007,2.832
2001,7,12,15.823,213.691,2.437
2001,7,13,17.734,231.654,7.509
2001,7,14,16.91,224.281,3.744
2001,7,15,16.77,184.913,0.959
2001,7,16,15.95,137.019,0.536
2001,7,17,15.812,114.986,0.92
2001,7,18,15.963,213.872,1.493
2001,7,19,18.454,284.918,7.726
2001,7,20,20.99,295.368,11.764
2001,7,21,21.74,254.03,11.585
2001,7,22,23.312,237.366,13.044
2001,7,23,25.348,268.258,15.97
2001,7,24,25.193,198.485,9.564
2001,7,25,23.265,245.827,11.844
2001,7,26,16.949,238.777,10.176
2001,7,27,15.227,263.561,9.842
2001,7,28,16.011,232.641,7.917
2001,7,29,18.117,238.199,9.159
2001,7,30,19.667,219.532,10.99
2001,7,31,19.807,240.082,8.792
2001,8,1,21.568,292.303,13.759
2001,8,2,24.935,281.1,17.86
2001,8,3,25.023,268.073,15.042
2001,8,4,22.315,275.162,14.993
2001,8,5,22.055,246.807,10.628
2001,8,6,25.603,251.572,17.387
2001,8,7,24.155,202.436,10.242
2001,8,8,23.165,250.617,14.568
2001,8,9,25.534,231.572,14.025
2001,8,10,25.723,213.025,12.131
2001,8,11,20.12,278.418,13.297
2001,8,12,19.76,237.16,12.07
2001,8,13,20.737,226.686,9.569
2001,8,14,19.607,248.917,10.744
2001,8,15,19.321,268.089,12.582
2001,8,16,20.959,252.021,13.204
2001,8,17,21.189,164.166,8.893
2001,8,18,21.471,190.123,7.731
2001,8,19,21.808,252.44,12.38
2001,8,20,20.507,191.672,9.495
2001,8,21,18.367,63.673,1.802
2001,8,22,18.146,147.657,1.534
2001,8,23,20.622,230.792,9.791
2001,8,24,17.203,230.907,8.553
2001,8,25,14.792,251.338,9.502
2001,8,26,17.204,229.016,7.481
2001,8,27,17.502,67.359,1.596
2001,8,28,19.612,213.3,7.442
2001,8,29,16.444,195.97,6.06
2001,8,30,15.279,238.743,7.551
2001,8,31,20.166,207.4,7.04
2001,9,1,16.848,87.841,3.328
2001,9,2,13.024,238.977,6.892
2001,9,3,15.467,226.021,6.808
2001,9,4,17.594,189.667,6.188
2001,9,5,14.204,228.239,6.532
2001,9,6,14.295,224.2,7.397
2001,9,7,19.324,217.249,9.103
2001,9,8,23.433,211.698,12.095
2001,9,9,24.321,212.887,11.151
2001,9,10,21.81,211.547,8.19
2001,9,11,18.507,213.184,8.663
2001,9,12,15.072,215.323,8.009
2001,9,13,15.717,182.836,7.101
2001,9,14,11.429,181.479,6.642
2001,9,15,10.397,209.155,5.549
2001,9,16,13.465,192.709,7.049
2001,9,17,15.095,201.121,7.14
2001,9,18,14.864,180.418,6.354
2001,9,19,12.865,197.477,7.449
2001,9,20,13.9,138.847,6.912
2001,9,21,15.195,68.004,1.623
2001,9,22,16.612,43.156,0.399
2001,9,23,17.09,138.126,4.427
2001,9,24,15.603,139.024,3.878
2001,9,25,15.409,61.603,1.844
2001,9,26,17.331,66.733,1.739
2001,9,27,14.304,116.428,3.633
2001,9,28,9.592,102.392,2.761
2001,9,29,8.456,180.311,4.755
2001,9,30,8.126,181.077,3.698
2001,10,1,9.712,175.32,3.535
2001,10,2,12.853,158.842,4.682
2001,10,3,13.783,151.611,5.01
2001,10,4,18.853,160.593,7.69
2001,10,5,14.892,61.382,3.072
2001,10,6,12.555,60.383,2.616
2001,10,7,6.455,131.428,2.852
2001,10,8,4.928,145.441,3.768
2001,10,9,5.479,157.534,4.288
2001,10,10,11.364,145.179,5.532
2001,10,11,13.489,151.206,5.102
2001,10,12,14.344,139.419,4.574
2001,10,13,12.038,115.483,3.528
2001,10,14,12.014,108.569,2.846
2001,10,15,12.975,45.043,1.803
2001,10,16,10.843,142.751,4.618
2001,10,17,11.529,49.187,1.929
2001,10,18,5.915,100.1,4.106
2001,10,19,4.272,108.205,2.758
2001,10,20,7.965,69.16,2.016
2001,10,21,10.25,128.251,3.619
2001,10,22,8.782,126.162,3.236
2001,10,23,4.774,117.786,2.472
2001,10,24,13.341,77.213,1.907
2001,10,25,12.398,28.865,0.649
2001,10,26,6.72,93.26,2.016
2001,10,27,4.337,96.932,1.902
2001,10,28,2.698,111.527,2.549
2001,10,29,1.487,117.679,1.83
2001,10,30,2.458,111.023,3.273
2001,10,31,0.737,95.932,2.408
2001,11,1,4.472,30.116,0.273
2001,11,2,12.179,89.635,2.682
2001,11,3,12.445,93.093,3.298
2001,11,4,6.551,79.004,2.62
2001,11,5,5.226,36.21,1.267
2001,11,6,5.596,53.058,2.639
2001,11,7,5.58,105.764,4.92
2001,11,8,2.607,98.422,3.851
2001,11,9,3.695,32.609,1.584
2001,11,10,1.418,97.678,2.401
2001,11,11,0.396,70.788,1.54
2001,11,12,-2.205,75.631,2.258
2001,11,13,-2.596,98.676,2.168
2001,11,14,0.708,64.073,1.483
2001,11,15,5.499,86.686,1.414
2001,11,16,6.911,44.535,2.045
2001,11,17,-2.202,93.111,2.491
2001,11,18,2.017,61.873,2.123
2001,11,19,5.094,82.984,1.235
2001,11,20,4.283,9.931,0.881
2001,11,21,-1.998,87.752,1.771
2001,11,22,-0.002,66.761,1.674
2001,11,23,0.086,54.093,0.816
2001,11,24,4.514,51.616,0.954
2001,11,25,8.009,69.997,2.025
2001,11,26,8.769,12.554,0.405
2001,11,27,4.322,36.689,0.961
2001,11,28,-0.727,17.598,1.017
2001,11,29,-2.706,12.479,1.082
2001,11,30,2.301,16.888,0.154
2001,12,1,9.466,31.396,0.506
2001,12,2,3.278,36.759,0.825
2001,12,3,2.87,61.189,1.692
2001,12,4,3.788,56.722,1.63
2001,12,5,4.662,34.131,0.596
2001,12,6,10.305,29.253,3.766
2001,12,7,3.859,74.176,4.753
2001,12,8,-2.434,73.418,2.05
2001,12,9,-3.586,40.478,1.359
2001,12,10,-2.115,70.173,1.234
2001,12,11,0.058,66.726,1.161
2001,12,12,-2.511,68.449,1.73
2001,12,13,1.931,1.529,0.47
2001,12,14,3.552,53.358,0.735
2001,12,15,-2.866,62.325,1.264
2001,12,16,-4.095,70.295,1.63
2001,12,17,-4.042,36.824,1.358
2001,12,18,-3.113,7.223,0.425
2001,12,19,-2.866,69.603,1.174
2001,12,20,-3.012,22.979,0.483
2001,12,21,-2.756,47.303,1.113
2001,12,22,-4.698,67.6,1.244
2001,12,23,-5.581,69.612,0.746
2001,12,24,0.477,13.274,0.365
2001,12,25,-1.495,54.44,0.702
2001,12,26,-2.916,50.988,1.112
2001,12,27,-3.695,55.706,1.116
2001,12,28,-5.45,66.861,1.116
2001,12,29,-4.345,63.002,1.387
2001,12,30,-5.175,52.8,1.387
2001,12,31,-4.525,60.987,1.497
2002,1,1,-8.396,66.057,1.097
2002,1,2,-5.485,72.476,1.364
2002,1,3,-4.069,57.064,1.585
2002,1,4,-9.456,75.178,1.235
2002,1,5,-5.007,64.661,1.166
2002,1,6,-1.021,21.842,0.76
2002,1,7,-3.128,53.748,0.942
2002,1,8,-7.826,79.024,0.866
2002,1,9,-3.382,48.467,0.839
2002,1,10,0.044,29.612,0.946
2002,1,11,-0.138,28.755,0.503
2002,1,12,-4.535,66.736,1.042
2002,1,13,-0.283,7.028,0.734
2002,1,14,-4.022,81.061,1.368
2002,1,15,-8.132,22.048,0.367
2002,1,16,-5.729,53.995,0.697
2002,1,17,-8.099,32.452,0.233
2002,1,18,-6.628,69.559,0.51
2002,1,19,-9.04,86.233,0.621
